,date,code,open,high,low,close,volume,amount
89,2016/10/17,sh.600519,305.45,305.5,301.5,302.45,1895703,574503344
90,2016/10/18,sh.600519,302.5,308.5,302,307.16,3038931,932443504
91,2016/10/19,sh.600519,308.5,308.75,305.1,306.45,1412328,433658688
92,2016/10/20,sh.600519,307.39,307.39,304.8,305.48,1407992,429896208
93,2016/10/21,sh.600519,305.08,305.48,302.59,304.19,1148332,349209696
94,2016/10/24,sh.600519,302.6,307,302.6,306.93,2624652,802002336
95,2016/10/25,sh.600519,307.39,313,307.39,312.94,4376239,1363211040
96,2016/10/26,sh.600519,313,318.31,311.65,313.68,4681307,1475976848
97,2016/10/27,sh.600519,312.99,318.22,311.01,316.87,3295162,1039017328
98,2016/10/28,sh.600519,317.5,318.43,314,317.05,2013733,637478016
99,2016/10/31,sh.600519,319,322.8,316.8,317.95,4359610,1394967920
100,2016/11/1,sh.600519,317.95,319,315.55,316.68,1951239,617880128
101,2016/11/2,sh.600519,316.09,317.16,313.68,315.18,2063642,650629056
102,2016/11/3,sh.600519,315,316.46,314.15,315.86,1869081,589861360
103,2016/11/4,sh.600519,315.99,318.25,313.98,314.82,2061927,650490000
104,2016/11/7,sh.600519,315,317,313.2,315.33,1604780,505304912
105,2016/11/8,sh.600519,316.5,322.18,315.68,320,3419383,1093003616
106,2016/11/9,sh.600519,320,321.97,313.8,316.81,3000449,951077200
107,2016/11/10,sh.600519,319.1,321,317.73,319.13,1780496,568571584
108,2016/11/11,sh.600519,317.99,318.3,314.8,315.08,3590265,1133744320
109,2016/11/14,sh.600519,315.55,315.87,309.99,310.99,3992049,1246340880
110,2016/11/15,sh.600519,310.03,315.65,310.03,314.01,2447055,766112496
111,2016/11/16,sh.600519,313.81,315.4,312,313.15,1339981,419672480
