,time,code,O,H,L,C,volume,amount,r_1,r_5,r_10,k,rsi,x_1,x_2,y_5_pred,y_10_pred,y_pred
268,2019/8/21,sh.600519,1070.1,1076.97,1061.66,1066.0,2506662,2678841887,0.03564728,0.031998124,0.055356473,82.31079782,78.75562488,1.1064214911227572,1.5241482035265153,0.0046158596178880185,0.014654523464744938,0.0008453056225708197
269,2019/8/22,sh.600519,1072.99,1104.0,1070.0,1104.0,3759078,4099045126,0.023641304,0.008242754,0.036231884,85.25899818,85.20083277,1.2539989385007264,1.9558711845340304,0.0036356564201143696,0.014145664965689982,0.0006349200529124977
270,2019/8/23,sh.600519,1105.0,1133.56,1095.62,1130.1,4019230,4495782910,-0.024024423,0.010530042,0.010963632,87.39821413,88.01127890000002,1.3610812228578304,2.1441248765657748,0.0032082368037400465,0.01392377617268371,0.0005431809934212648
271,2019/8/26,sh.600519,1113.0,1128.0,1096.68,1102.95,4849789,5382792365,0.005485289,0.032467474,0.030436557000000006,86.57609288,72.008253,1.3199284717910118,1.0721852022213894,0.00564201666452193,0.015187238248506927,0.0010655544804661296
272,2019/8/27,sh.600519,1117.0,1131.31,1109.0,1109.0,5216421,5830617878,-0.008016231,0.027953111,0.013390442,85.85900198,73.22857202,1.284033202936228,1.1539265167121109,0.00545642752199576,0.015090892294197387,0.0010257206199345056
273,2019/8/28,sh.600519,1109.0,1123.19,1083.01,1100.11,4700967,5169778985,0.01180791,0.0226341,-0.02780631,83.67888837,68.30590421,1.1749037129860371,0.8241886932448007,0.006205079049035859,0.015479544048476603,0.0011864071779355905
274,2019/8/29,sh.600519,1105.0,1118.18,1092.5,1113.1,2933042,3247704307,0.025963525,0.027760309,-0.012667325,83.16868334,71.45973169,1.1493644867555646,1.0354432911549107,0.0057254371454878265,0.015230544800486315,0.001083459406147911
275,2019/8/30,sh.600519,1125.0,1146.0,1123.0,1142.0,4489077,5093877152,-0.002837128,0.000429072,-0.03765324,85.40893103,77.15056892,1.261504095742178,1.4166358384389282,0.004859960508262502,0.014781244957774203,0.0008976981315854645
276,2019/9/2,sh.600519,1139.99,1144.98,1129.0,1138.76,2823433,3210850606,0.001088904,-0.001967052,-0.03929713,86.69156951,75.25792016,1.3257088612511123,1.2898594832595802,0.005147799224790594,0.014930672318953056,0.0009594782935804744
277,2019/9/3,sh.600519,1140.0,1151.02,1128.56,1140.0,2948509,3358578409,-0.013149123,-0.014166667,0.0078070180000000015,87.1084579,75.51652296,1.3465769559954306,1.3071816198947868,0.0051084702697220515,0.014910255253296638,0.0009510369370995373
