date,code,open,high,low,close,volume,amount
2016-09-30,sh.600519,290.0000,299.6300,290.0000,297.9100,2960350,880477808.0000
2016-10-10,sh.600519,298.5100,303.8600,298.5100,302.9600,2110362,637178864.0000
2016-10-11,sh.600519,304.0000,309.0000,303.0000,308.9200,4173675,1279755344.0000
2016-10-12,sh.600519,308.5000,308.5000,304.9000,305.8200,1928602,590793824.0000
2016-10-13,sh.600519,306.8000,306.9400,303.5100,303.8900,1614398,491591616.0000
2016-10-14,sh.600519,303.4700,306.0000,303.2000,305.6000,1269092,386317904.0000
2016-10-17,sh.600519,305.4500,305.5000,301.5000,302.4500,1895703,574503344.0000
2016-10-18,sh.600519,302.5000,308.5000,302.0000,307.1600,3038931,932443504.0000
2016-10-19,sh.600519,308.5000,308.7500,305.1000,306.4500,1412328,433658688.0000
2016-10-20,sh.600519,307.3900,307.3900,304.8000,305.4800,1407992,429896208.0000
2016-10-21,sh.600519,305.0800,305.4800,302.5900,304.1900,1148332,349209696.0000
2016-10-24,sh.600519,302.6000,307.0000,302.6000,306.9300,2624652,802002336.0000
2016-10-25,sh.600519,307.3900,313.0000,307.3900,312.9400,4376239,1363211040.0000
2016-10-26,sh.600519,313.0000,318.3100,311.6500,313.6800,4681307,1475976848.0000
2016-10-27,sh.600519,312.9900,318.2200,311.0100,316.8700,3295162,1039017328.0000
2016-10-28,sh.600519,317.5000,318.4300,314.0000,317.0500,2013733,637478016.0000
2016-10-31,sh.600519,319.0000,322.8000,316.8000,317.9500,4359610,1394967920.0000
2016-11-01,sh.600519,317.9500,319.0000,315.5500,316.6800,1951239,617880128.0000
2016-11-02,sh.600519,316.0900,317.1600,313.6800,315.1800,2063642,650629056.0000
2016-11-03,sh.600519,315.0000,316.4600,314.1500,315.8600,1869081,589861360.0000
2016-11-04,sh.600519,315.9900,318.2500,313.9800,314.8200,2061927,650490000.0000
2016-11-07,sh.600519,315.0000,317.0000,313.2000,315.3300,1604780,505304912.0000
2016-11-08,sh.600519,316.5000,322.1800,315.6800,320.0000,3419383,1093003616.0000
2016-11-09,sh.600519,320.0000,321.9700,313.8000,316.8100,3000449,951077200.0000
2016-11-10,sh.600519,319.1000,321.0000,317.7300,319.1300,1780496,568571584.0000
2016-11-11,sh.600519,317.9900,318.3000,314.8000,315.0800,3590265,1133744320.0000
2016-11-14,sh.600519,315.5500,315.8700,309.9900,310.9900,3992049,1246340880.0000
2016-11-15,sh.600519,310.0300,315.6500,310.0300,314.0100,2447055,766112496.0000
2016-11-16,sh.600519,313.8100,315.4000,312.0000,313.1500,1339981,419672480.0000
2016-11-17,sh.600519,312.0800,313.0000,310.5300,311.0400,1833776,570642080.0000
2016-11-18,sh.600519,311.1600,311.8000,309.8800,310.0000,1937769,601883504.0000
2016-11-21,sh.600519,311.0200,311.6600,308.3700,309.5000,2608384,807014528.0000
2016-11-22,sh.600519,310.3000,310.4500,308.3700,308.8700,2642427,816561744.0000
2016-11-23,sh.600519,311.0000,313.0000,309.1100,312.9500,3401504,1058266304.0000
2016-11-24,sh.600519,313.2000,317.0000,311.4200,316.9300,3907870,1227937712.0000
2016-11-25,sh.600519,317.0400,318.0000,313.4200,316.8900,2236967,706042464.0000
2016-11-28,sh.600519,317.5500,320.1800,316.6000,319.5000,4925301,1568882896.0000
2016-11-29,sh.600519,320.7000,330.4500,319.4100,323.9600,5883062,1911874432.0000
2016-11-30,sh.600519,321.2200,323.3000,318.4500,319.0800,2675237,855564592.0000
2016-12-01,sh.600519,320.0000,324.5900,318.6800,321.0200,2794182,896065024.0000
2016-12-02,sh.600519,321.0000,323.2000,319.0000,321.7700,3062833,984836864.0000
2016-12-05,sh.600519,319.2000,324.5400,315.8200,315.9300,4206081,1342647360.0000
2016-12-06,sh.600519,316.2300,326.5800,316.2300,326.4200,3892309,1251764480.0000
2016-12-07,sh.600519,327.1200,328.5000,323.9700,327.4500,2527174,825849248.0000
2016-12-08,sh.600519,328.0100,340.0000,327.0000,337.7100,5447578,1825332448.0000
2016-12-09,sh.600519,337.2000,339.4200,334.0200,337.7600,3449559,1162079792.0000
2016-12-12,sh.600519,337.7000,340.0000,325.7000,326.8600,5033244,1667557008.0000
2016-12-13,sh.600519,326.8400,335.0000,325.5000,333.0100,4178000,1384533792.0000
2016-12-14,sh.600519,333.0000,334.0700,328.5000,332.2700,3202902,1062697136.0000
2016-12-15,sh.600519,332.4600,332.9900,325.5800,328.0500,3920275,1285279904.0000
2016-12-16,sh.600519,327.0000,329.8800,323.5800,327.5800,2505126,818412416.0000
2016-12-19,sh.600519,326.0000,334.3700,325.6100,325.9600,3047187,1002365472.0000
2016-12-20,sh.600519,326.0400,327.0000,321.8100,326.4800,3083159,1001345152.0000
2016-12-21,sh.600519,326.9000,329.2900,323.5600,328.6600,2471124,807548096.0000
2016-12-22,sh.600519,328.0000,328.4600,324.8800,325.2000,1467813,478750704.0000
2016-12-23,sh.600519,323.5500,324.5000,319.1300,320.0300,3109555,1001068080.0000
2016-12-26,sh.600519,319.0300,324.9900,316.2000,324.4800,2600143,835811088.0000
2016-12-27,sh.600519,324.5100,328.8000,323.5000,326.1600,2006229,655887936.0000
2016-12-28,sh.600519,326.9900,328.0000,323.3300,323.7200,1787811,581648976.0000
2016-12-29,sh.600519,324.0000,327.8700,323.0000,327.3100,2122512,690986080.0000
2016-12-30,sh.600519,326.6100,335.2900,326.6100,334.1500,3468767,1152982240.0000
2017-01-03,sh.600519,334.2800,337.0000,332.8100,334.5600,2076389,695005296.0000
2017-01-04,sh.600519,334.6200,352.1700,334.6000,351.9100,6525738,2245051872.0000
2017-01-05,sh.600519,350.0000,351.4500,345.4400,346.7400,4170448,1449077680.0000
2017-01-06,sh.600519,346.6400,359.7800,346.1000,350.7600,6809562,2402546304.0000
2017-01-09,sh.600519,347.8000,352.8800,346.5400,348.5100,3540500,1233977968.0000
2017-01-10,sh.600519,348.4500,352.0000,346.6000,349.0000,3172764,1108100800.0000
2017-01-11,sh.600519,348.0000,348.0000,343.5000,345.4500,2359851,814074640.0000
2017-01-12,sh.600519,346.5500,347.4000,344.5100,347.0500,1777940,614822048.0000
2017-01-13,sh.600519,346.9800,347.3900,343.8800,344.8700,1828248,631734944.0000
2017-01-16,sh.600519,344.1300,344.8000,338.8000,341.4700,3685545,1259384864.0000
2017-01-17,sh.600519,342.6000,351.5000,342.0000,349.1300,3518838,1223967888.0000
2017-01-18,sh.600519,348.8800,356.7700,347.2100,355.0800,4600570,1622110976.0000
2017-01-19,sh.600519,355.0000,358.4800,351.7000,354.7200,2852392,1011320064.0000
2017-01-20,sh.600519,354.9000,357.4000,353.0300,354.9900,2134417,758416000.0000
2017-01-23,sh.600519,356.8800,359.8000,349.4600,351.2200,3258118,1151869296.0000
2017-01-24,sh.600519,351.2700,352.8000,346.7500,350.3100,2691458,939129472.0000
2017-01-25,sh.600519,349.9800,349.9800,346.2000,347.6300,2299036,799259968.0000
2017-01-26,sh.600519,348.1400,348.8000,341.3000,344.4200,3782617,1303262144.0000
2017-02-03,sh.600519,346.0000,349.1800,345.0000,346.8500,2093643,727140784.0000
2017-02-06,sh.600519,348.4900,348.8900,344.9600,346.8500,1568079,543401904.0000
2017-02-07,sh.600519,346.8400,347.4000,343.1400,343.5800,2051983,707114112.0000
2017-02-08,sh.600519,343.7600,345.5000,342.6700,344.2100,1908854,656786320.0000
2017-02-09,sh.600519,345.0000,348.7900,344.6100,347.6100,2332438,808958176.0000
2017-02-10,sh.600519,348.6200,349.8200,345.0000,345.0800,2405659,835679328.0000
2017-02-13,sh.600519,344.0000,351.9000,341.9200,349.7500,5358790,1869148352.0000
2017-02-14,sh.600519,349.5400,352.6000,349.1000,350.2100,2655868,931733728.0000
2017-02-15,sh.600519,351.5000,352.4400,347.2000,348.5300,2625696,917475856.0000
2017-02-16,sh.600519,348.5000,348.6200,345.5100,348.0900,1764230,612607280.0000
2017-02-17,sh.600519,348.9000,354.4400,347.5000,350.5600,2910234,1022647968.0000
2017-02-20,sh.600519,350.4100,362.3200,350.0100,361.2900,6185340,2215563600.0000
2017-02-21,sh.600519,361.8800,362.4300,357.1800,358.7400,2770577,994112864.0000
2017-02-22,sh.600519,360.6100,366.5200,360.0000,361.8900,3713031,1347469104.0000
2017-02-23,sh.600519,360.9700,365.4800,359.7600,361.7000,2332806,844123200.0000
2017-02-24,sh.600519,362.0000,362.8900,360.0500,362.6200,1769278,639123200.0000
2017-02-27,sh.600519,362.4900,362.8500,356.8000,357.2000,2540046,912927184.0000
2017-02-28,sh.600519,357.0000,359.2000,353.5800,354.6600,2747351,975788672.0000
2017-03-01,sh.600519,355.1000,358.2000,355.0000,356.6100,2194420,782349008.0000
2017-03-02,sh.600519,356.7100,357.0000,354.5300,356.8200,2210362,785560416.0000
2017-03-03,sh.600519,355.0000,358.2200,355.0000,356.5400,1415355,505108560.0000
2017-03-06,sh.600519,357.6600,359.5400,356.5500,358.9600,2281884,818625872.0000
2017-03-07,sh.600519,358.0300,368.8800,358.0300,367.2000,4628698,1694198544.0000
2017-03-08,sh.600519,367.1800,368.4900,365.5000,367.2800,1603770,588667680.0000
2017-03-09,sh.600519,367.0000,369.9800,365.5600,369.9000,2340606,860084032.0000
2017-03-10,sh.600519,369.9200,377.0000,368.3600,369.8500,4095105,1524343088.0000
2017-03-13,sh.600519,370.0500,374.3300,367.5300,371.5500,2767432,1027592800.0000
2017-03-14,sh.600519,371.5500,373.8500,368.3400,369.5000,2041649,756359632.0000
2017-03-15,sh.600519,369.5000,375.1500,369.0100,374.6800,2515526,935994832.0000
2017-03-16,sh.600519,376.5600,378.3000,372.8000,374.7700,2502260,938231440.0000
2017-03-17,sh.600519,373.1000,384.4500,373.1000,378.4800,3470026,1315336848.0000
2017-03-20,sh.600519,380.5000,386.7100,378.8800,386.4100,3154594,1209603920.0000
2017-03-21,sh.600519,386.5500,396.5000,386.5000,394.0100,4846096,1901883744.0000
2017-03-22,sh.600519,390.5300,394.6000,385.0000,394.4800,4553271,1775217760.0000
2017-03-23,sh.600519,392.0300,393.9900,386.6000,389.7900,3450481,1345058752.0000
2017-03-24,sh.600519,392.3200,393.2200,385.0000,386.8200,3328772,1292313392.0000
2017-03-27,sh.600519,386.0300,389.2600,378.3900,378.8200,5369028,2054742976.0000
2017-03-28,sh.600519,379.9500,381.1500,376.6600,380.2600,4118717,1558258560.0000
2017-03-29,sh.600519,381.0100,385.8000,379.9000,383.6500,3729967,1429610960.0000
2017-03-30,sh.600519,383.0000,386.8900,382.6000,386.1400,3161299,1216016528.0000
2017-03-31,sh.600519,386.2000,388.0000,384.1800,386.3600,2447422,945503280.0000
2017-04-05,sh.600519,385.6600,394.9900,385.0000,389.6600,4078998,1594997312.0000
2017-04-06,sh.600519,389.0100,393.0000,386.6300,391.9100,2885720,1125204240.0000
2017-04-07,sh.600519,392.9900,394.0000,389.6000,392.8700,2409723,945589200.0000
2017-04-10,sh.600519,394.0000,394.0000,388.0000,389.2000,2886948,1126296272.0000
2017-04-11,sh.600519,388.0500,390.7000,380.6000,385.2900,4353072,1679537552.0000
2017-04-12,sh.600519,385.2900,391.0000,384.8000,390.2300,2700291,1049245584.0000
2017-04-13,sh.600519,390.7800,398.5900,390.5100,398.3900,4564835,1805008864.0000
2017-04-14,sh.600519,399.4300,399.8800,395.0000,395.4500,2364656,938378992.0000
2017-04-17,sh.600519,391.0000,398.2800,388.5500,395.7900,2879371,1136763712.0000
2017-04-18,sh.600519,394.6000,406.5500,394.6000,404.6500,4958100,1987661264.0000
2017-04-19,sh.600519,403.0000,409.1000,402.8600,405.7400,3755011,1521983648.0000
2017-04-20,sh.600519,406.0900,420.4300,406.0900,415.3100,5045768,2091241456.0000
2017-04-21,sh.600519,415.0000,415.6000,400.0000,400.5300,4933292,2015062640.0000
2017-04-24,sh.600519,400.6200,405.0000,389.0000,398.5500,5003797,1986424992.0000
2017-04-25,sh.600519,404.8000,420.1700,404.8000,418.8900,7619271,3143136336.0000
2017-04-26,sh.600519,418.8500,428.6800,413.0100,417.9600,5662412,2384125120.0000
2017-04-27,sh.600519,415.5300,421.9700,410.4300,421.4400,2824071,1180494896.0000
2017-04-28,sh.600519,421.9900,423.0000,409.9000,413.4800,4950587,2052093808.0000
2017-05-02,sh.600519,411.6000,415.0000,409.1800,412.0800,2329168,960137248.0000
2017-05-03,sh.600519,411.0000,417.6600,411.0000,417.6100,2026791,842560352.0000
2017-05-04,sh.600519,414.6300,418.4800,414.6300,416.0000,2670915,1111200112.0000
2017-05-05,sh.600519,416.2000,422.7800,415.1000,416.1900,3743711,1566063424.0000
2017-05-08,sh.600519,416.1800,417.0000,404.7200,405.4800,4072165,1671035536.0000
2017-05-09,sh.600519,404.4400,409.8800,398.0000,408.7600,5280192,2126236512.0000
2017-05-10,sh.600519,408.4000,414.4400,407.0200,410.0900,2603938,1070652720.0000
2017-05-11,sh.600519,408.4000,414.7000,406.5100,412.1600,3046764,1254053008.0000
2017-05-12,sh.600519,413.5900,415.3000,410.0100,413.4700,2233742,921621376.0000
2017-05-15,sh.600519,413.1200,420.3500,413.1200,419.5500,3344735,1398908208.0000
2017-05-16,sh.600519,419.6000,431.2200,418.2600,430.1200,5016490,2145037952.0000
2017-05-17,sh.600519,429.0000,430.1900,424.8800,426.6000,2751521,1174696176.0000
2017-05-18,sh.600519,425.0500,430.7000,425.0100,429.5400,2430080,1040535488.0000
2017-05-19,sh.600519,429.5700,441.8000,429.5700,440.8200,3831083,1672948416.0000
2017-05-22,sh.600519,439.0400,446.0100,436.2000,441.7800,3532149,1560087952.0000
2017-05-23,sh.600519,442.2500,454.4700,442.2500,454.2000,4845439,2178738032.0000
2017-05-24,sh.600519,452.9000,456.4800,446.0000,450.3200,4022618,1812513088.0000
2017-05-25,sh.600519,448.7100,452.9600,447.5000,450.6000,2889842,1299628592.0000
2017-05-26,sh.600519,450.8200,455.6000,448.0000,451.9200,2738664,1237323136.0000
2017-05-31,sh.600519,450.0000,450.5000,440.1100,442.9400,4431225,1968887168.0000
2017-06-01,sh.600519,442.5000,449.9500,441.0100,449.2800,4060478,1808305712.0000
2017-06-02,sh.600519,450.0000,450.9500,445.6000,447.3100,2178526,974893312.0000
2017-06-05,sh.600519,448.0400,449.0000,442.3500,444.4100,1924120,854876928.0000
2017-06-06,sh.600519,444.9700,449.0000,444.2000,448.8200,2040244,912438704.0000
2017-06-07,sh.600519,449.1200,460.0000,449.1200,459.3700,3883430,1774212480.0000
2017-06-08,sh.600519,461.3200,464.4000,458.5000,464.3100,2895111,1338443408.0000
2017-06-09,sh.600519,464.2400,470.8000,463.0000,465.7400,3143076,1467836832.0000
2017-06-12,sh.600519,467.0000,475.4400,465.0000,472.8800,3510916,1654502000.0000
2017-06-13,sh.600519,473.0500,474.5000,467.0000,473.0400,2423798,1141536368.0000
2017-06-14,sh.600519,472.7900,477.5000,470.4800,474.3900,3376863,1600846624.0000
2017-06-15,sh.600519,475.0000,475.4800,464.0000,464.3000,5020280,2347172384.0000
2017-06-16,sh.600519,461.5000,467.4900,461.2600,462.6300,3333180,1544955952.0000
2017-06-19,sh.600519,461.9600,470.3900,461.9600,470.1700,3853668,1803585248.0000
2017-06-20,sh.600519,473.0000,474.8800,465.6600,466.3000,3450539,1614858144.0000
2017-06-21,sh.600519,469.5500,473.0000,466.0300,472.7100,4203854,1974672848.0000
2017-06-22,sh.600519,473.0200,477.9300,471.2000,472.7500,3824234,1815684368.0000
2017-06-23,sh.600519,472.8600,474.8800,468.3300,472.7300,3130362,1473803776.0000
2017-06-26,sh.600519,473.0100,485.0000,472.0000,484.6800,5293257,2536430496.0000
2017-06-27,sh.600519,482.8200,485.0000,480.8500,484.1000,2798078,1350476768.0000
2017-06-28,sh.600519,484.0900,484.0900,473.0000,475.3000,3772874,1799676816.0000
2017-06-29,sh.600519,476.3000,477.3500,470.0000,473.0100,3509272,1657994400.0000
2017-06-30,sh.600519,471.5100,474.1600,467.8000,471.8500,2242717,1056424784.0000
2017-07-03,sh.600519,474.2000,474.2000,457.9000,460.3700,4962853,2298656464.0000
2017-07-04,sh.600519,458.9600,460.0000,449.0000,451.9200,5648895,2563886384.0000
2017-07-05,sh.600519,453.0100,460.3300,453.0100,460.1300,3754032,1718844528.0000
2017-07-06,sh.600519,458.1100,460.2000,450.6000,455.9800,4204439,1913037504.0000
2017-07-07,sh.600519,451.0500,451.1000,441.2000,445.9700,3779647,1681450720.0000
2017-07-10,sh.600519,446.8800,454.9000,442.9700,454.4700,3662409,1648443664.0000
2017-07-11,sh.600519,454.5000,464.5800,454.0000,463.1300,4460182,2054854496.0000
2017-07-12,sh.600519,465.8000,465.9900,455.0000,457.4700,2895072,1330327920.0000
2017-07-13,sh.600519,455.3500,461.9100,453.6800,456.1600,2595135,1183440448.0000
2017-07-14,sh.600519,456.2500,458.7600,453.0500,456.4100,1772657,806510272.0000
2017-07-17,sh.600519,457.0400,458.0400,446.2800,450.0700,3526368,1595292992.0000
2017-07-18,sh.600519,451.9900,453.9900,448.0000,452.5500,3068449,1384468256.0000
2017-07-19,sh.600519,454.0000,463.6200,452.8000,456.8600,5625994,2574934656.0000
2017-07-20,sh.600519,455.8600,466.8900,455.8600,466.4700,4663487,2160731536.0000
2017-07-21,sh.600519,466.9600,475.0100,463.6600,473.2000,4679241,2207195744.0000
2017-07-24,sh.600519,474.8800,485.3500,474.8800,477.8000,4271643,2052709808.0000
2017-07-25,sh.600519,482.2000,482.8000,476.1000,477.9600,2192999,1051446096.0000
2017-07-26,sh.600519,478.0500,481.6300,466.5600,471.6300,3147018,1487729152.0000
2017-07-27,sh.600519,471.6300,475.8500,471.1000,473.8700,1959503,928077232.0000
2017-07-28,sh.600519,471.0000,484.0700,467.7100,483.9200,4661877,2235811536.0000
2017-07-31,sh.600519,484.0000,487.9600,481.0000,481.2200,3841218,1861154800.0000
2017-08-01,sh.600519,481.0000,483.0000,477.4000,480.2400,2750154,1318453664.0000
2017-08-02,sh.600519,480.0400,484.8800,478.5100,482.8400,2677422,1289564016.0000
2017-08-03,sh.600519,483.6800,486.8500,475.6300,477.2200,3176839,1522998144.0000
2017-08-04,sh.600519,477.0000,478.9800,472.6000,473.6400,1868114,887074160.0000
2017-08-07,sh.600519,472.5000,482.4000,471.1300,481.5600,2309937,1104715344.0000
2017-08-08,sh.600519,482.0000,484.2200,479.5000,482.5800,1605158,773408192.0000
2017-08-09,sh.600519,484.8400,492.9800,482.0300,490.8500,4179447,2045888048.0000
2017-08-10,sh.600519,491.0900,499.6000,489.0000,491.6300,3536438,1747693648.0000
2017-08-11,sh.600519,489.0000,496.5500,483.4800,484.0600,3657257,1785149168.0000
2017-08-14,sh.600519,485.2100,500.1000,485.2100,499.8300,3933147,1952353920.0000
2017-08-15,sh.600519,500.1100,501.1000,495.0100,495.9700,2716322,1350104672.0000
2017-08-16,sh.600519,498.0000,498.8000,493.0000,496.4900,1858722,921412992.0000
2017-08-17,sh.600519,497.6000,497.6000,489.8000,492.6900,2584673,1272341264.0000
2017-08-18,sh.600519,492.8000,494.4400,488.0000,489.6500,2385775,1169732672.0000
2017-08-21,sh.600519,488.0000,494.4000,486.9400,489.7300,2354662,1153168720.0000
2017-08-22,sh.600519,487.4000,489.4800,476.0000,487.2200,4245703,2051271360.0000
2017-08-23,sh.600519,485.4500,494.6300,484.3200,494.0100,2721499,1337347648.0000
2017-08-24,sh.600519,493.9900,496.4000,492.0200,492.8100,1815678,896861680.0000
2017-08-25,sh.600519,493.4500,494.2500,489.3200,492.9900,1729788,850598720.0000
2017-08-28,sh.600519,493.0000,497.2900,491.0300,492.0400,2902107,1432545552.0000
2017-08-29,sh.600519,493.0200,494.8800,488.0100,489.4400,2517662,1234431712.0000
2017-08-30,sh.600519,489.7000,493.7500,489.1600,492.9700,1850364,910133936.0000
2017-08-31,sh.600519,494.0400,494.8800,489.8000,491.1500,1873686,921659712.0000
2017-09-01,sh.600519,490.2000,496.2800,490.0300,495.1800,3145100,1554634576.0000
2017-09-04,sh.600519,495.1800,496.6600,491.2700,492.4200,1893162,932954816.0000
2017-09-05,sh.600519,492.8800,493.9900,489.5000,489.9900,2262215,1112006400.0000
2017-09-06,sh.600519,490.0000,492.7700,484.8400,484.9800,3300650,1608066096.0000
2017-09-07,sh.600519,485.3100,486.9000,480.0600,481.2700,3332016,1605408576.0000
2017-09-08,sh.600519,478.2500,480.5000,474.0000,474.3700,4117327,1962989424.0000
